Country,Year,Emission
Australia,1978,25529602030
Australia,1979,27078327308
Australia,1980,28760128265
Australia,1981,30461526373
Australia,1982,32226430396
Australia,1983,34072786982
Australia,1984,36101181276
Australia,1985,38181356482
Australia,1986,40332419610
Australia,1987,42491752130
Australia,1988,44755477849
Australia,1989,46940117600
Australia,1990,48997880914
Australia,1991,51145184095
Australia,1992,53244764433
Australia,1993,55467818883
Australia,1994,57726231808
Australia,1995,60166415379
Australia,1996,62661933123
Australia,1997,65201249810
Australia,1998,67828814919
Australia,1999,70422739467
Australia,2000,73183199305
Australia,2001,75924166237
Australia,2002,78689291163
Australia,2003,81686749718
Australia,2004,84904554852
Australia,2005,88173840944
Australia,2006,91560945562
Australia,2007,95089743007
Australia,2008,98775218176
Australia,2009,102505281168
Australia,2010,106252224079
Australia,2011,110014785104
Australia,2012,113878942795
Australia,2013,117797400558
Australia,2014,121849694241
Australia,2015,125922357597
Australia,2016,130061282646
Australia,2017,134265765966
